YR,Height,Player,Team,Conf,GP,Position,Min%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORtg,D-Rtg,Usg,eFG,TS,OR,DR,Ast,TO,A/TO,Blk,Stl,FTR,FC/40,Rim%,FT%,2PT%,3PR,3P/100,3PT%
Sr,6-9,Jaxon Kohler,Michigan St.,B10,12,C,72.3,4.3,4.6,11.7,8.3,3.4,130.5,86.5,20.1,60.7,63.3,15.6,24.2,10.2,13.6,1.1,5.2,1.4,19,2,0.738,0.87,0.563,33.9,7,0.463
Jr,6-0,Tahj Staveskie,Incarnate Word,Slnd,8,G,92.7,4.3,2,3.8,4.7,-0.9,115.4,117.2,24.9,55.6,59.1,3.1,8.7,25.3,16.9,2,0,2.4,28.7,2.8,0.556,0.806,0.574,37,8,0.35
Sr,6-9,Pharrel Payne,Maryland,B10,10,C,55.4,4.3,2.5,7.9,6.7,1.2,119.7,106,29.1,62.4,67,12.8,17.3,13.3,19.3,0.5,4.7,0.8,112.9,3.3,0.65,0.719,0.624,0,0,0
Jr,6-2,Jeremy Fears Jr.,Michigan St.,B10,12,G,77.3,4.3,4.4,8.3,4.4,3.9,124,91.7,22.3,44,54.6,1.5,9.4,49.7,19.4,4.1,0,2.7,59.8,2.9,0.542,0.873,0.429,31.5,4.6,0.31
Sr,6-7,Nolan Hodge,UNC Wilmington,CAA,11,G,78.9,4.2,2.7,6.8,6.5,0.3,131.3,108.2,20.2,56.1,61.3,5.9,10.9,9.9,10.4,1.6,1.1,1.4,41.2,1.8,0.733,0.83,0.556,60.5,12,0.377
Jr,6-5,Ryan Prather Jr.,Robert Morris,Horz,12,G,83.3,4.2,2.2,5.4,5.9,-0.5,131.9,113.5,19,53.3,56,7.4,7.5,19.5,6.3,5.1,0.3,1.6,22.2,1.6,0.577,0.767,0.526,57.8,11.6,0.359
Sr,6-6,Darrion Williams,N.C. State,ACC,12,G,66.1,4.2,3.2,6.4,5.5,0.9,123.5,100.2,23.4,56.6,59.1,6.1,14.9,21,11.7,2.4,0.8,1.1,21.3,3.8,0.611,0.793,0.526,42.6,9.4,0.414
Sr,6-1,Don McHenry,Utah,B12,12,G,76.6,4.2,2.1,5.2,7,-1.8,124.9,112.9,24.2,59.4,63.3,2.2,9.4,12,10,1.4,0,1.4,36.1,0.9,0.608,0.821,0.557,49,11.5,0.421
Jr,6-6,Ty Pence,Illinois St.,MVC,11,G,61.3,4.2,2.7,9.1,7.8,1.3,143.3,100.9,19.4,70.2,69.9,7.5,15.1,15.3,6.6,3.1,1.2,1.1,40.5,3.4,0.703,0.647,0.683,28.6,5.1,0.5
Jr,6-0,Josh Hubbard,Mississippi St.,SEC,12,G,78.6,4.2,2.8,5,5.5,-0.5,111.1,106.9,31.5,50.5,55.6,0.6,7.5,24.9,13.8,1.5,0.5,2.2,35.7,2,0.588,0.814,0.485,49.5,14,0.351
So,6-5,"Paul McNeil, Jr.",N.C. State,ACC,13,G,64.1,4.2,3,7.9,7.7,0.2,134.5,99.6,19.7,60.4,64.2,3.8,15.7,6.6,4.2,2.6,0.8,1.7,33.6,2.3,0.706,0.833,0.5,77.6,16.1,0.423
Jr,6-8,Tyler Tejada,Towson,CAA,10,F,87.7,4.2,3.1,4.1,4.5,-0.4,115.6,107.8,25.2,49.3,54.1,3.3,15.3,12.8,12.1,1.3,1.8,0.9,22.3,1.7,0.75,0.939,0.565,37.8,10,0.25
So,6-6,Ruben Dominguez,Texas A&M,SEC,11,G,59.4,4.2,2.1,9,9.1,-0.1,152.3,107.6,16.4,68.9,72.2,2.5,8.8,12.6,3.7,6.3,0.9,1,27.4,2.4,0.75,0.923,0.7,89.5,17.1,0.459
Jr,6-5,Michael McNair,Boston University,Pat,12,G,82.6,4.2,1.2,3.6,6.1,-2.5,128,122.8,20.5,62.3,63.3,4.8,13.2,15.3,10.5,2,0.6,2.5,31,2.7,0.469,0.667,0.444,64.3,12.5,0.481
Sr,5-10,Dominique Daniels Jr.,Cal Baptist,WAC,12,G,82.9,4.2,3.5,4.9,4.3,0.6,115.3,104.5,27.7,48,54.2,2.9,10.6,23,15,1.5,0.3,1.9,32.7,2.1,0.532,0.892,0.508,33.7,9,0.284
Sr,6-3,Skyy Clark,UCLA,B10,12,G,73.6,4.2,3.2,6.8,5.1,1.6,130.6,101.4,19.1,62.8,65.7,2.2,10.2,14.1,11.4,2.1,0.7,2.5,22.2,4.2,0.667,0.885,0.453,54.7,10.7,0.516
Sr,6-8,Danilo Jovanovich,Milwaukee,Horz,10,F,78.8,4.2,1.9,5.4,4.9,0.4,134,115.1,17.1,64.8,65.8,7.3,15.2,15.4,10.5,2.7,1.4,1.8,29.5,2.5,0.703,0.692,0.622,6.8,1.1,0.667
Sr,6-4,Kenny Noland,Columbia,Ivy,10,G,77.7,4.2,2.8,4,4.9,-0.9,125.3,106.7,25.3,57.5,63.2,0.8,7.6,22.4,18.6,1.6,0.3,1.7,28.6,1.7,0.596,1,0.518,55.6,13.2,0.414
Sr,6-6,Jakobi Heady,Bethune Cookman,SWAC,10,G,80.3,4.2,1.8,5.4,6,-0.6,122.5,116.4,21.9,58.1,62.6,4.5,13.1,11.1,10.6,1.2,0,2.9,50.5,1.5,0.571,0.774,0.521,32.4,6.1,0.471
Sr,6-5,Jaylin Sellers,Providence,BE,13,G,67.6,4.2,1.9,4.7,6.4,-1.7,130.6,112.1,21.5,57.3,62.6,5.1,11.8,8.7,6.9,1.8,0.6,1.5,33.3,3.3,0.577,0.917,0.506,46.5,10,0.433
Sr,6-3,Kashie Natt,Sam Houston St.,CUSA,8,G,62.2,4.1,3,10.9,7.6,3.3,133.6,98.1,23,58.5,63.5,11.6,17.3,15.7,10.9,1.7,3.8,4.4,67.7,4.6,0.594,0.75,0.52,23.1,4.2,0.533
Jr,6-10,Carey Booth,Colorado St.,MWC,11,F,64.3,4.1,2.3,7.3,7.8,-0.5,141.2,107.2,19.4,68.3,73.5,6.8,24.5,7.3,11.3,1.1,2.3,1.3,71.8,0.7,0.75,0.843,0.659,38,5.9,0.481
So,6-9,Flory Bidunga,Kansas,B12,12,C,75.6,4.1,5,9.5,4.7,4.8,118.1,84.7,23.1,61.3,62.9,11.3,20.1,12.1,16.3,0.9,9,1,32.8,3.1,0.726,0.692,0.619,0.8,0.2,0
Sr,6-1,Jason Edwards,Providence,BE,13,G,65.9,4.1,2,6.4,7.1,-0.6,121.4,111.1,28.5,54.4,59,0.7,9.9,24.2,10.2,2.4,0.3,2.5,38.4,2.4,0.568,0.803,0.54,49.4,13.1,0.365
Sr,6-9,Mark Mitchell,Missouri,SEC,12,F,76.7,4.1,2.9,5.7,5.9,-0.1,122.6,105.3,26.9,61,64,8.7,14.7,16.8,17.6,1.2,1.4,1.6,71.7,1.5,0.744,0.692,0.652,11.8,2.3,0.2
Sr,6-5,Donovan Atwell,Texas Tech,B12,12,G,77.7,4.1,3.3,5.6,4,1.5,141.1,102,11.4,64.5,65.7,2.6,8.6,2.6,4,2,0,2.3,11.8,3.2,1,0.818,0.857,92.5,13.1,0.419
Sr,6-7,Amani Lyles,Akron,MAC,11,F,56,4.1,2.4,9.3,7.4,1.9,133.4,102.3,27,67.6,70.4,6.5,23,19.6,15.6,1.6,3.6,2.2,40,5,0.683,0.81,0.662,32.4,7.6,0.471
Sr,6-6,Corey Stephenson,FIU,CUSA,8,G,74.8,4.1,2.7,8.8,8.7,0.1,122.1,107.1,25.5,60.8,63.4,9.3,13.1,18.4,15.1,1,1.8,3.2,30.4,2.7,0.571,0.774,0.537,47.1,10.9,0.458
Jr,6-4,John Blackwell,Wisconsin,B10,11,G,78,4.1,3.4,5.5,4.9,0.6,115.9,101.8,26.8,49,56.4,5,12.7,9.8,10.8,1,0,2.9,52.3,3,0.441,0.821,0.352,52.3,12.6,0.41
Jr,6-10,Kwame Evans Jr.,Oregon,B10,10,F,62.6,4.1,3.3,10,6.8,3.2,127.2,98.2,21.6,62.2,67.9,8.7,23,18.6,19.1,1.3,4.4,2.3,74.3,2.6,0.694,0.8,0.689,39.2,6,0.345
Jr,6-3,Josh Pascarelli,Colorado St.,MWC,11,G,75.1,4.1,2,4.3,5.7,-1.4,138.6,113.5,16.8,71.2,72.1,0.9,8.9,10.7,10.1,2.3,0,1.5,5.7,2.3,0.778,1,0.548,70.8,14.1,0.52
Jr,6-6,LeJuan Watts,Texas Tech,B12,11,F,63.4,4,3.2,5.3,4.6,0.7,121.6,99.5,24.3,55.6,61.2,6.7,17.3,16.9,16.1,1.4,1,1.3,46.7,3.3,0.639,0.82,0.544,26.2,5.2,0.393
Sr,6-2,Jackson Paveletzke,Ohio,MAC,11,G,87.9,4,2.2,2.5,3.8,-1.3,114.3,115.2,24,58.1,62.8,1.4,5.6,21,19.2,1.5,0,1.6,46.2,1.5,0.621,0.8,0.596,27.7,5.2,0.361
Fr,6-6,Lewis Walker,North Carolina A&T,CAA,9,G,76.9,4,2.2,3.1,4,-0.9,128.5,112.5,23.3,54.1,66.1,5,14.5,10.7,13.1,1,0.4,1.2,83.7,3.6,0.75,0.917,0.59,29.1,5.1,0.28
Jr,6-0,Evan Ipsaro,Miami OH,MAC,10,G,73.3,4,2.2,4,4.3,-0.3,132.7,111.1,20.9,62.4,67.4,2.2,7.4,21.1,11.8,2.6,0,2.1,54.1,2,0.684,0.826,0.648,36.5,5.9,0.387
Jr,6-1,Jackson Shelstad,Oregon,B10,10,G,79,4,3.5,4.5,4,0.5,117.5,103.5,22.5,49.6,52.8,1.3,9.6,30.8,13.8,2.7,0.3,2.5,18.4,1.8,0.652,0.846,0.509,61,14.1,0.326
Jr,6-4,Braeden Shrewsberry,Notre Dame,ACC,12,G,73.9,4,2.9,6.4,5.9,0.6,137.9,104.2,14.6,69.6,70,0,10,8.8,10.3,1.9,0.4,0.7,14.4,1.5,0.429,0.714,0.474,80.4,13,0.5
Fr,6-3,Michael Cooper,Wright St.,Horz,10,G,72.5,4,2.5,6.6,6.8,-0.2,124.5,107.7,24.8,60.6,62.5,1.2,11.3,19,10.4,2.2,1.1,1.8,18.9,2.9,0.645,0.792,0.577,44.1,11.1,0.429
Jr,6-3,Tylen Riley,Tulsa,Amer,10,G,63.8,4,2,3.3,4.6,-1.2,121.9,110.7,28.7,55.3,64.9,3.5,6.5,28.3,19.7,1.6,0,2.5,77.6,3.1,0.479,0.864,0.468,27.1,5.2,0.522
Fr,6-4,Larry Johnson,McNeese St.,Slnd,10,G,54.8,4,2.4,6.5,7.4,-0.9,132.1,101.8,27.8,56.7,62.3,10.8,13.5,15.5,8.7,2,0,1.9,40.2,3.1,0.667,0.872,0.59,19.6,5.1,0.316
Fr,5-10,Chance Mallory,Virginia,ACC,11,G,60.1,4,3.4,12.6,6.3,6.2,137.7,92.3,21.2,55.8,64,5.6,14.8,23.8,13.5,3,0.8,6,82.6,4.8,0.484,0.807,0.444,47.8,7.3,0.455
Fr,6-5,Mikel Brown Jr.,Louisville,ACC,10,G,56.6,4,3.3,4.6,4.5,0.1,115.9,97.7,29.5,46.2,55.2,0,11.1,32.1,16.2,2.1,0.4,1.6,57.6,1.8,0.767,0.838,0.553,60.2,14.1,0.268
Fr,6-9,David Mirkovic,Illinois,B10,11,F,68.3,4,3.6,7.2,5.6,1.6,121.4,94.6,24.5,53.8,59.1,10.8,23.7,14.7,17.1,1.2,1,1,41.5,2.3,0.674,0.818,0.545,37.7,7.6,0.35
Sr,6-1,Benny Gealer,Stanford,ACC,12,G,73.5,4,3.1,6.5,4,2.6,138.4,102,14.3,59.7,65.2,1.9,8.7,12.2,10,2.7,0.3,3.3,35.2,2.7,0.467,0.935,0.391,73.9,10.3,0.446
Sr,5-10,Tre Beard,Cleveland St.,Horz,8,G,57.7,4,0.5,3.2,5.9,-2.7,133.3,127.7,20.1,63.3,67.3,3.1,6.8,27.4,13.1,2.3,0,1.9,33.3,3.3,0.333,0.88,0.318,70.7,12.7,0.509
Jr,6-9,Jordan Burks,UCF,B12,11,F,61,4,2.6,8.2,7.2,0.9,138,102.4,19.7,59.2,63.6,7.3,13.7,4.9,8.5,1,3.7,1.5,32,2.2,0.614,0.879,0.574,47.6,10.2,0.408
So,6-5,Jadis Jones,Lindenwood,OVC,8,F,72.7,4,2.7,5.1,4.8,0.3,125.4,109.2,21.3,63.3,65.4,9.1,16.9,19.6,14.3,1.5,2,1.6,64.6,3.5,0.672,0.686,0.649,2.5,0.4,0
Sr,6-6,Lamar Wilkerson,Indiana,B10,12,G,75.8,4,4.2,7.8,5,2.8,122.2,93.2,24.1,59.5,62,0.4,8.9,17.4,9.7,2.1,0.6,3,22.7,3.3,0.644,0.811,0.523,60.1,15.3,0.429
Jr,6-3,Corey Hadnot II,Purdue Fort Wayne,Horz,10,G,83.7,4,2.4,5.5,4.9,0.6,117.2,112.5,26,59.4,61.3,1,12.7,17.2,10.9,1.8,1.4,4.5,34,2.2,0.711,0.694,0.625,33.3,8,0.354
Jr,6-3,Jalen Cox,Colgate,Pat,10,G,82.9,4,3.1,5.4,3.8,1.6,113.2,105.9,26.6,57.1,60.5,1.8,14.9,31.4,18.6,2.2,0.9,3.7,25.8,2.5,0.732,0.839,0.569,15,3.2,0.389
Fr,6-4,Gavin Sykes,Long Beach St.,BW,11,G,75,4,1.4,3,6.8,-3.8,121.2,119.6,24.7,54,56.9,2,13.2,9,4.2,2.2,0.4,0.3,19.1,0.9,0.741,0.839,0.532,42,11.9,0.368
Sr,6-3,Dashon Gittens,Sacred Heart,MAAC,10,G,74,4,1.9,5.3,5.2,0.1,130.9,116.3,19.9,61.2,65.6,7.1,9.4,12.1,11.3,1.4,3.4,2.9,53.1,2.4,0.72,0.788,0.65,38.8,6.6,0.368
Jr,6-1,Sonny Wilson,Toledo,MAC,10,G,89.6,3.9,2.4,3.2,4.3,-1,117.4,113.9,22.7,57.4,59.9,2.5,8,20.2,13.8,2.4,0.3,2.5,35.2,1.2,0.488,0.711,0.548,27.3,5.5,0.429
Jr,6-11,Arrinten Page,Northwestern,B10,12,C,69.9,3.9,3.7,10.2,6.6,3.6,126.2,95.1,23,61.2,63,7.2,19.7,19.8,10.6,2.4,4.7,2.1,43.1,2.9,0.783,0.68,0.667,19.8,4,0.261
Sr,6-11,Rafael Castro,George Washington,A10,12,C,58.7,3.9,3.1,10.9,7.2,3.7,131,94.4,24.7,65.3,67,8.2,27,14,10.9,1.4,5.8,3.9,90.5,3.4,0.7,0.674,0.653,0,0,0
Jr,6-0,Conrad Martinez,High Point,BSth,11,G,58.9,3.9,1.7,7.4,7.1,0.3,140.1,112.5,20.8,60.1,68.2,1.7,5.8,27,11.3,3.8,0,3.2,64.9,2,0.739,0.896,0.633,59.5,9.4,0.386
So,6-0,Trey Green,Saint Louis,A10,11,G,59.9,3.9,3.1,9.7,7.5,2.2,143.7,95.6,17.1,69,71.1,3.8,9.7,13.2,11.8,2.2,0,2,13,2.3,0.684,1,0.609,75,14,0.478
So,6-1,Jeremiah Wilkinson,Georgia,SEC,11,G,55.3,3.9,2.9,10.7,7.6,3.1,129.5,94.5,27.5,56.9,61.8,2.7,5.7,12.5,9,1.5,1.6,4.8,45.8,2.6,0.702,0.8,0.578,51.1,13.9,0.373
Sr,6-8,Frank Mitchell,St. Bonaventure,A10,12,C,83.8,3.9,3.5,3.6,4.2,-0.6,115.8,102.6,26.5,56,57.4,18.4,21.6,15.2,17.4,1.1,3.3,2,27,3.1,0.59,0.651,0.56,0,0,0
Sr,6-2,Maurice Odum,Arizona St.,B12,12,G,82.9,3.9,3.3,4,4.3,-0.3,111.3,104.1,27.3,49.7,56.4,1.5,9.6,36,19.7,2,0,2.7,39.3,2.5,0.5,0.877,0.387,57.2,11.8,0.386
Fr,6-4,Jordan Ellerbee,Florida Gulf Coast,ASun,11,G,65.7,3.9,1.5,4.5,6.3,-1.8,128,116.4,24.1,61.1,65.3,7,11.1,16.1,14.1,1.3,0,1.9,33.3,3.9,0.676,0.872,0.652,43.6,9.6,0.373
So,6-6,Chance Westry,UAB,Amer,11,G,67.9,3.8,2.7,8.3,6.2,2.2,123.3,103.9,26.9,54.2,58.8,4.5,10.6,28.2,11.8,2.5,2.7,2.8,56.7,2.7,0.636,0.721,0.589,25,5.6,0.267
Jr,6-7,Sean Craig,Toledo,MAC,10,F,80,3.8,2,1.1,3.6,-2.5,123.1,114.5,20.6,56.9,61.1,11.6,16,11.5,13.6,1.4,0.7,0.7,29.4,3.2,0.679,0.867,0.566,25.5,4.6,0.385
Sr,6-5,Corey Camper Jr.,Nevada,MWC,9,G,52.9,3.8,2.6,7.2,6.9,0.3,120,106.3,24.9,51.9,57.5,4.3,10,17.6,9.3,2,1,2.3,41.3,1.7,0.586,0.814,0.492,41.3,9.9,0.372
Sr,6-5,Tyler Lundblade,Belmont,MVC,12,G,81.4,3.8,2.7,3.6,5,-1.3,128.2,109.2,18.6,61.4,65.6,1,5,9.6,10.6,1.7,0,0.7,28.8,1.2,0.5,0.921,0.577,80.3,14.9,0.415
So,6-4,Peter Bandelj,Cal Poly,BW,10,G,71.7,3.8,2.3,4.7,4.9,-0.2,124,111.7,21.6,58.3,64.2,3.4,10.4,21.9,17.2,1.5,1.1,2.1,44.4,3,0.5,0.875,0.436,49.1,8.6,0.491
So,6-7,Jackson Holcombe,Utah Valley,WAC,10,G,73.5,3.8,4.2,8.7,4.1,4.6,118.6,91.3,25,57.1,60.3,7.9,19,23.2,16.2,1.9,4.7,4.4,55.6,4.8,0.707,0.691,0.625,11.1,2.1,0.091
Jr,6-4,Money Williams,Montana,BSky,9,G,77.1,3.8,2,0.9,3.1,-2.2,106,113.7,35.7,54.8,60.7,3.1,10.7,42.5,23.8,1.4,0.3,1,46.8,3.7,0.553,0.831,0.523,31.7,7.7,0.4
So,6-3,Mikey Lewis,Saint Mary's,WCC,11,G,67,3.8,3.3,6.4,5.1,1.3,121,97.1,25.1,51.1,56,1.7,10.8,20.1,11.1,2.1,0.4,1.4,23.9,2.3,0.413,0.938,0.384,45.5,12.2,0.443
Sr,6-8,RJ Godfrey,Clemson,ACC,12,C,57.6,3.8,3.1,9.7,6,3.8,133.9,93.7,21.6,65,68.2,10.6,18.6,17.6,13.8,1.7,4,1.7,53.8,4.4,0.714,0.767,0.667,2.5,0.4,0
Fr,7-1,Massamba Diop,Arizona St.,B12,12,C,67.8,3.8,3,7.1,5,2.1,128.3,101,19.5,65.1,67.2,7.8,15.7,8.9,12.4,1,6.6,1.7,50.5,2.8,0.738,0.723,0.644,6.5,1,0.5
Sr,6-10,Logan Duncomb,Winthrop,BSth,11,C,55,3.8,1.7,4.2,5.4,-1.2,127.3,111.2,28.6,61.1,65.3,15.3,17.9,7.8,12.7,0.6,5.4,1.4,74.7,6.7,0.694,0.732,0.617,1.1,0.2,0
Sr,6-9,Ezra Ausar,USC,B10,12,C,66.8,3.8,3.1,4.4,3.5,0.9,119,99.5,27.2,62.6,64.6,9.5,15.1,13.5,15.8,0.8,1,2,104.7,5.1,0.697,0.652,0.626,0,0,0
Jr,6-0,Barrington Hargress,Colorado,B12,12,G,72.9,3.8,2.4,3.9,4.3,-0.3,128.2,109.5,19.8,65.3,65.8,0.7,5.8,29.3,16.3,2.9,0.3,2.3,20.4,2.9,0.6,0.682,0.571,22.2,3.9,0.625
Jr,6-4,Rowan Brumbaugh,Tulane,Amer,12,G,87,3.8,2.4,3.4,4.1,-0.7,110.9,112.6,27.4,48.9,58.1,3.4,11.5,20.3,14.4,1.5,1.2,3.4,67.6,3.1,0.569,0.823,0.443,44.4,8.9,0.365
So,6-5,Aiden Tobiason,Temple,Amer,11,G,86.3,3.8,1.9,2,3.9,-1.8,120.4,117.2,20,58.6,62.9,1.9,9.5,11.9,12.6,1.3,0.9,1.6,43.6,2.3,0.697,0.792,0.579,48.2,8.4,0.396
Sr,6-1,Keon Thompson,Stephen F. Austin,Slnd,9,G,78.7,3.8,3.1,3.4,3.5,-0.1,111.5,104.2,30.8,50.4,54.1,5.1,16.5,30,15.4,2.1,0.7,1.5,38.4,3.7,0.574,0.708,0.51,20,5.1,0.32
Sr,6-3,Tre Donaldson,Miami FL,ACC,12,G,79.5,3.8,3.8,6.3,5,1.3,120.3,98.1,23.9,51.4,54.3,3.4,8.8,33,15.6,3.2,0.9,2.2,29.4,1.6,0.56,0.714,0.529,40.6,8.3,0.328
Sr,6-10,Trevon Brazile,Arkansas,SEC,11,F,61.6,3.7,3.8,8.8,5.9,2.9,127.8,91.6,19.7,63.2,67,6.3,21.2,5.7,13.1,0.7,5.4,2.8,47.4,2.4,0.829,0.8,0.6,36.8,6.4,0.457
Sr,6-5,Kody Clouet,Winthrop,BSth,11,G,64.2,3.7,1.5,5,7,-2,136.9,116.2,18,62.1,64.4,5.5,10.9,10.7,6.5,2.3,1.3,1.4,37.4,2.8,0.5,0.735,0.619,76.9,13.6,0.414
Sr,6-10,Duke Brennan,Villanova,BE,10,C,61.8,3.7,3.8,6.6,5.5,1.1,122.9,92.8,24.5,63.6,62.9,21.8,27.1,13.9,19.1,1,2.1,2,54.5,3.3,0.701,0.571,0.636,0,0,0
Sr,6-8,Jamichael Stillwell,UCF,B12,11,C,64.7,3.7,3.2,8.7,6.5,2.1,128.4,96.8,22.3,58.4,61.9,18.6,21.2,11.2,15.9,1.1,1.3,3.1,49.4,3.1,0.686,0.727,0.59,12.4,2.2,0.364
So,6-9,Morez Johnson Jr.,Michigan,B10,10,C,55.8,3.7,4,10.5,5.7,4.9,131.6,81.8,20.8,67.5,69.5,12.2,17.6,8.1,14.7,0.8,6.9,1.7,33.8,3.5,0.746,0.778,0.689,7.5,1.4,0.333
Jr,6-10,Samson Aletan,Yale,Ivy,10,C,62.5,3.7,2.5,6.4,4.3,2.1,144.5,104.6,15.7,65.2,68.9,14.4,14.4,7.3,9.2,1.8,9.7,2.4,78.3,4,0.8,0.75,0.652,0,0,0
Sr,6-2,Cooper Noard,Cornell,Ivy,9,G,70.9,3.7,1.5,2.9,6.1,-3.3,120.9,117.7,26.5,60.3,64.5,1.8,12.9,10.6,11.7,1,0.4,1.2,34.1,1.7,0.714,0.86,0.673,56.3,14.6,0.366
Sr,5-11,David Coit,Maryland,B10,12,G,72.5,3.7,2.4,5.5,5.5,0,122.8,108.8,21.3,58.1,62.9,0.6,9.6,22.8,17.1,1.5,0,1.9,29.8,1.9,0.407,0.919,0.391,62.9,12.4,0.462
Jr,6-5,Freddie Dilione V,Penn St.,B10,12,G,66.2,3.7,2.1,7.2,6.9,0.3,124.7,109.5,24.8,58,61.2,4.6,12.7,16.5,9.7,2,0.4,2.9,22.7,1.6,0.605,0.867,0.586,34.1,8.3,0.378
So,6-8,Dailyn Swain,Texas,SEC,11,F,71.8,3.7,3.7,9.1,5.6,3.4,120.9,96,24.3,58.4,61.3,6.2,18.3,23,17.7,1.5,1,2.9,37.2,3.3,0.69,0.738,0.628,23.9,4.8,0.296
Sr,6-9,Marquel Sutton,LSU,SEC,11,C,74.2,3.7,3.6,5,5.4,-0.4,128.4,98.1,18.8,59.7,62.9,9.8,22.7,2.1,10,0.4,1.7,0.7,29.6,1.8,0.718,0.813,0.672,46.3,8.5,0.34
Sr,6-3,Javohn Garcia,McNeese St.,Slnd,10,G,73,3.7,3.3,7.3,5,2.3,133.1,100.5,17.4,56,61.4,2.1,9,12.1,7,3.7,3.5,3.2,40.5,1.9,0.553,0.853,0.537,35.7,6.1,0.4
Sr,6-4,Fletcher Loyer,Purdue,B10,12,G,69.3,3.7,3.3,6,4.6,1.4,126.5,98.4,19.6,58.3,64.2,0.4,7.7,8.9,16.6,1.1,0.4,1.6,37,1.6,0.846,0.925,0.469,70.4,13.8,0.421
Jr,6-4,Mason Falslev,Utah St.,MWC,10,G,75.3,3.7,4.6,10.2,5.5,4.7,119.9,88.3,23.8,57.6,60.2,6.6,15.5,14.7,15.2,1.5,1.4,5.7,29.7,2.5,0.681,0.743,0.595,28.8,6.5,0.353
Sr,6-4,Tavarus Webb,Georgia Southern,SB,13,G,75.1,3.7,2.1,5,4.7,0.3,123.1,112.5,23.4,54.6,60.6,3.7,11.4,17.8,11.2,2.2,2.2,3,51.4,3.8,0.566,0.808,0.573,32.4,6.4,0.326
So,6-3,Terrence Hill Jr.,VCU,A10,12,G,46,3.7,1.8,11,10.3,0.7,140.4,104.2,24.2,69.1,72.3,3,9.5,23,13.4,1.8,0.5,1.3,34,3.8,0.625,0.875,0.654,72.3,16.9,0.471
Sr,6-5,Peter Suder,Miami OH,MAC,9,G,63.8,3.7,2.4,3.7,3.3,0.5,132.1,108.8,19.8,66.4,68.1,5,10.3,22.7,14.3,2.7,0.9,2.2,28.8,3.7,0.69,0.762,0.636,24.7,3.9,0.5
Jr,6-10,Blake Buchanan,Iowa St.,B12,11,C,62,3.7,3.9,9,4.7,4.3,137.8,87.7,16.2,70.3,68,14.6,13.5,9.9,12.8,1.8,7.5,2.5,31.3,4.4,0.813,0.5,0.703,0,0,0
So,6-11,Patrick Ngongba,Duke,ACC,12,C,59.7,3.7,4,9.7,4.4,5.3,128.4,85.1,21.1,67.6,68.7,11.8,17.1,16.8,18.7,1.4,7.1,1.4,64.9,4.7,0.759,0.688,0.746,20.3,3,0.267
Sr,6-9,Shilo Jackson,Le Moyne,NEC,11,C,71.7,3.6,1.9,4.1,3.4,0.7,122.6,113.7,24.6,64,68.8,13.1,22.2,16.6,19.9,0.8,9,1.6,62.4,5.3,0.746,0.81,0.63,1.1,0.2,1
Jr,6-8,Isaac Garrett,Oakland,Horz,12,F,80,3.6,2.2,3.5,3.3,0.2,114.1,112.6,22.9,54.3,58.5,8.3,15.7,16.9,15.5,1.4,3.2,2,40.2,4.2,0.64,0.765,0.579,10.2,1.8,0.154
Sr,6-4,Larry Hughes II,Cal St. Northridge,BW,10,G,75.6,3.6,2.1,6.2,5.5,0.7,119,113.1,23.7,58.3,61.8,0.7,9.6,7.6,12.1,0.8,0.4,3.4,29,3.7,0.444,0.825,0.483,58,14.3,0.438
Sr,6-5,Houston Mallette,Alabama,SEC,11,G,61.2,3.6,2.5,5.3,5.1,0.2,136,103.7,14.6,52.2,59.5,7.9,8,8,6.6,3,0,2.3,40.6,2.4,0.667,0.929,0.6,85.5,11.4,0.339
Jr,6-2,Ryan Sabol,Buffalo,MAC,11,G,87.4,3.6,1.5,0.3,4.1,-3.8,120.8,120.3,22.5,52.8,57.8,1.3,6.9,16.6,9,2.7,0,0.6,28.4,1,0.481,0.9,0.44,64.5,14.2,0.385
Jr,6-11,Alex Condon,Florida,SEC,11,C,69.8,3.6,4.5,10.7,5.7,5,116.8,89.9,22.7,56.4,59.6,9.4,20.7,22.4,20.7,1.4,4.7,1.5,60.4,3.2,0.645,0.672,0.654,22.8,3.7,0.174
So,6-6,Jelani Hamilton,Georgia St.,SB,8,G,41.5,3.6,1.4,5.4,6,-0.5,117.5,117.1,30.3,51.9,64.2,2,10.4,19.2,16.1,0.8,1.1,1.4,75.9,3.8,0.545,0.933,0.488,48.1,10.9,0.368
Jr,6-3,Solo Ball,Connecticut,BE,12,G,72.2,3.6,4,5.3,4.2,1.1,115.4,92.7,24.1,51.1,56.3,3.3,10.7,9.2,10.7,1.2,1.3,1.4,34.8,2.5,0.647,0.837,0.59,56.7,13.7,0.3
Fr,6-2,Acaden Lewis,Villanova,BE,11,G,67.8,3.6,3.3,7.6,4.7,2.9,122,97.7,24.5,52.5,54.6,3.4,12.2,35.7,14.1,3.4,0,3.3,39.6,2.1,0.688,0.625,0.612,33.7,6.9,0.235
Sr,6-6,Evan Mahaffey,Akron,MAC,11,G,71.7,3.6,2.6,5.8,4.1,1.7,133.1,106.3,17.4,59.8,58.5,9.4,11,19.8,10,4.5,1.8,3.3,32.9,3.6,0.672,0.481,0.614,14.6,2.1,0.333
